timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658377177.7674906,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1658377179.7809374,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1658377181.79574,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1658377183.808055,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1658377185.8686943,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
